estado,municipio,juntas,income2020,calculo_ind,pob_tot,pob_ind,pob_no_ind,no_esp,por,por_ind,por_no_ind,por_no_esp,lat,lon,alt,pob,pob_male,pob_female,houses,ext,porcentaje_ext,densidad,localidades
30 Veracruz de Ignacio de la Llave,048 Cosoleacaque,,32036.1307,m,126347,49326,77021,0,1,0.39,0.61,0,17.98464981,-94.61219912,17.58638743,130890,62080,68665,40689,276.7928343,0.003853793,472.9277054,160
30 Veracruz de Ignacio de la Llave,049 Cotaxtla,,35336.27342,m,21079,3393,17672,14,1,0.161,0.838,0.001,18.856535,-96.36373345,75.0625,22050,10725,11047,6558,537.325545,0.007481197,41.03657495,209
30 Veracruz de Ignacio de la Llave,050 Coxquihui,,23659.44407,m,15491,14942,490,59,1,0.965,0.032,0.004,20.20936448,-97.55276486,151.8275862,16333,7901,8429,4027,80.26389399,0.001117516,203.4912485,26
30 Veracruz de Ignacio de la Llave,051 Coyutla,,24578.31319,m,21764,20367,1306,91,1,0.936,0.06,0.004,20.33514381,-97.65630857,170.2857143,23096,11125,11944,6060,234.0396299,0.00325854,98.6841417,35
30 Veracruz de Ignacio de la Llave,052 Cuichapa,,33889.50982,m,11352,3564,7781,7,1,0.314,0.685,0.001,18.76289832,-96.80990116,458.56,11819,5615,6200,3379,34.71295974,0.000483309,341.91841,25
30 Veracruz de Ignacio de la Llave,053 Cuitláhuac,,38170.69311,m,26809,4809,21843,157,1,0.179,0.815,0.006,18.7802484,-96.66563929,294.0108696,28049,13454,14509,8048,150.3209919,0.002092923,186.7669954,77
30 Veracruz de Ignacio de la Llave,205 El Higo,,36046.33714,m,18518,3733,14713,72,1,0.202,0.795,0.004,21.74182026,-98.40792058,41.26035503,19402,9489,9667,5591,391.1481832,0.005445966,49.60268469,108
30 Veracruz de Ignacio de la Llave,065 Emiliano Zapata,,35522.13777,m,82348,16816,65517,15,1,0.204,0.796,0,19.46376356,-96.78354626,886.5769231,85276,40994,44180,27195,415.7863217,0.005789003,205.6080143,141
30 Veracruz de Ignacio de la Llave,066 Espinal,,24986.9485,m,25549,20993,4537,19,1,0.822,0.178,0.001,20.26666326,-97.48214947,90.48351648,26830,12971,13764,7346,240.9003769,0.003354062,111.3738399,71
30 Veracruz de Ignacio de la Llave,067 Filomeno Mata,,18463.1569,m,17787,17527,251,9,1,0.985,0.014,0.001,20.2107615,-97.6881565,457.9,19179,9279,9871,3638,43.29257736,0.000602764,443.0089676,10
30 Veracruz de Ignacio de la Llave,068 Fortín,,40852.79116,m,63833,8094,55706,33,1,0.127,0.873,0.001,18.90578846,-96.98878638,1004.897436,66358,31214,35094,19976,61.18595517,0.000851894,1084.758746,76
30 Veracruz de Ignacio de la Llave,069 Gutiérrez Zamora,,35780.55115,m,23380,12267,11071,42,1,0.525,0.474,0.002,20.44279724,-97.10788181,30.53731343,24072,11141,12842,7675,179.4635728,0.002498676,134.2055082,59
30 Veracruz de Ignacio de la Llave,070 Hidalgotitlán,,26476.27949,m,17168,7567,9585,16,1,0.441,0.558,0.001,17.60128668,-94.61303067,24.10194175,18273,8949,8950,5307,1010.977557,0.014075865,18.0765635,162
30 Veracruz de Ignacio de la Llave,071 Huatusco,,31846.83167,m,57201,12039,45139,23,1,0.21,0.789,0,19.13924463,-96.95078596,1249.305556,59899,28570,31279,16095,202.9091225,0.002825109,295.3046136,65
30 Veracruz de Ignacio de la Llave,072 Huayacocotla,,25809.51741,m,20526,3517,16920,89,1,0.171,0.824,0.004,20.53795054,-98.45261729,1827.733945,21796,10436,11297,6137,522.2677632,0.007271547,41.73338187,96
30 Veracruz de Ignacio de la Llave,073 Hueyapan de Ocampo,,31537.05509,m,39823,14446,25273,104,1,0.363,0.635,0.003,18.1672525,-95.14794047,111.6357616,41667,20149,21419,12651,709.9466254,0.009884604,58.69455324,80
30 Veracruz de Ignacio de la Llave,074 Huiloapan de Cuauhtémoc,,42186.66581,m,6976,1467,5509,0,1,0.21,0.79,0,18.82628883,-97.13180933,1306.5,7293,3457,3836,2018,18.72156779,0.000260661,389.5507087,5
30 Veracruz de Ignacio de la Llave,075 Ignacio de la Llave,,30064.59779,m,15820,182,15609,29,1,0.012,0.987,0.002,18.66086162,-95.97285516,9.155172414,16521,7946,8550,5661,396.9182512,0.005526303,41.6332581,51
30 Veracruz de Ignacio de la Llave,076 Ilamatlán,,19189.94689,c,12593,11872,720,1,1,0.943,0.057,0,20.77445293,-98.42226755,731.3103448,13377,6350,7027,3713,155.3339872,0.002162719,86.11766325,28
30 Veracruz de Ignacio de la Llave,077 Isla,,33881.37063,m,40956,3236,37643,77,1,0.079,0.919,0.002,18.06420512,-95.55328943,45.53603604,42785,20267,21676,13264,926.8688228,0.012904817,46.18452897,322
30 Veracruz de Ignacio de la Llave,078 Ixcatepec,,25104.30427,m,11850,11222,589,39,1,0.947,0.05,0.003,21.24040225,-98.02015942,185.5,12379,6069,6290,3745,176.8523484,0.00246232,69.99624325,53
30 Veracruz de Ignacio de la Llave,079 Ixhuacán de los Reyes,,21934.32674,m,10777,5301,5446,30,1,0.492,0.505,0.003,19.35545261,-97.07976831,1698.725806,11387,5609,5755,3072,149.8282553,0.002086062,76.00035104,52
30 Veracruz de Ignacio de la Llave,083 Ixhuatlán de Madero,,24750.11734,m,48231,41365,6659,207,1,0.858,0.138,0.004,20.73084602,-98.01493171,223.2,50785,24619,26008,14043,669.1567831,0.009316686,75.9702379,162
30 Veracruz de Ignacio de la Llave,080 Ixhuatlán del Café,,26271.62992,m,21761,4956,16805,0,1,0.228,0.772,0,19.041893,-96.92710438,1259.647059,23132,11452,11664,5964,129.3902784,0.001801504,178.7769551,32
30 Veracruz de Ignacio de la Llave,082 Ixhuatlán del Sureste,,35931.27189,m,15052,3352,11643,57,1,0.223,0.774,0.004,18.01246488,-94.3779807,23.72916667,15831,7706,8030,4782,156.7130809,0.00218192,101.0190082,66
30 Veracruz de Ignacio de la Llave,081 Ixhuatlancillo,,34883.59616,m,26268,8257,18006,5,1,0.314,0.685,0,18.8884575,-97.13669694,1388.555556,27281,12901,14380,7846,52.3760265,0.000729233,521.135371,18
30 Veracruz de Ignacio de la Llave,084 Ixmatlahuacan,,29022.17218,m,5379,364,4992,23,1,0.068,0.928,0.004,18.45402841,-95.88342718,5.4,5574,2629,2784,1924,347.2543549,0.004834831,16.05163455,79
30 Veracruz de Ignacio de la Llave,085 Ixtaczoquitlán,,38166.84091,m,70970,19902,51045,23,1,0.28,0.719,0,18.85891194,-97.02966427,1007.603175,73969,35342,38614,20860,137.3651386,0.001912538,538.7393101,59
30 Veracruz de Ignacio de la Llave,086 Jalacingo,,26635.04589,m,43529,8038,35370,121,1,0.185,0.813,0.003,19.77477222,-97.28498267,1847.627451,46794,22640,24145,11593,208.0894745,0.002897235,224.8744206,39
30 Veracruz de Ignacio de la Llave,088 Jalcomulco,,24385.81863,m,4880,1296,3580,4,1,0.266,0.734,0.001,19.3430254,-96.76239587,427.1333333,5054,2537,2517,1632,72.71867124,0.001012464,69.50071988,4
30 Veracruz de Ignacio de la Llave,089 Jáltipan,,34378.91736,m,37094,15570,21418,106,1,0.42,0.577,0.003,17.91008462,-94.72683231,26.89237668,38669,18031,20358,12270,316.8306839,0.004411241,122.0494162,127
30 Veracruz de Ignacio de la Llave,090 Jamapa,,31849.04237,m,10659,1189,9428,42,1,0.112,0.885,0.004,19.0074151,-96.25748964,17.45238095,11099,5397,5689,3607,132.1272749,0.001839611,84.25209717,42
30 Veracruz de Ignacio de la Llave,091 Jesús Carranza,,29470.85975,m,26913,10591,16198,124,1,0.394,0.602,0.005,17.44276125,-94.97116238,52.57260274,28524,13726,14134,8206,1413.033799,0.019673704,20.18635366,290
30 Veracruz de Ignacio de la Llave,093 Jilotepec,,29125.98796,m,16000,3390,12610,0,1,0.212,0.788,0,19.60873685,-96.9197569,1262.102564,16585,8005,8559,4637,56.28091441,0.000783601,294.68249,34
30 Veracruz de Ignacio de la Llave,169 José Azueta,,30427.68046,m,21700,1562,20070,68,1,0.072,0.925,0.003,18.09459481,-95.71613124,36.65425532,22701,11034,11480,7299,535.4860613,0.007455586,42.40820003,120
30 Veracruz de Ignacio de la Llave,094 Juan Rodríguez Clara,,29871.81363,m,36684,3820,32824,40,1,0.104,0.895,0.001,18.00032638,-95.37806525,91.69811321,38363,18482,19498,11740,992.1137794,0.013813225,38.67197573,173
30 Veracruz de Ignacio de la Llave,095 Juchique de Ferrer,,26587.33345,m,14312,428,13884,0,1,0.03,0.97,0,19.81560656,-96.67216607,579.3873239,15059,7424,7523,4694,187.8146134,0.002614947,80.18012936,112
30 Veracruz de Ignacio de la Llave,016 La Antigua,,44885.11306,m,27553,645,26820,88,1,0.023,0.973,0.003,19.31430385,-96.31788094,15.0212766,28611,13679,14891,9153,131.2530512,0.001827439,218.5244437,35
30 Veracruz de Ignacio de la Llave,127 La Perla,,21119.07723,c,25991,8299,17689,3,1,0.319,0.681,0,18.97675183,-97.16708368,2331.339623,28258,13701,14520,6348,137.876186,0.001919654,204.9519994,51
30 Veracruz de Ignacio de la Llave,096 Landero y Coss,,25271.47987,c,1465,107,1358,0,1,0.073,0.927,0,19.73871733,-96.84980133,1871,1543,756,787,425,17.60871793,0.000245167,87.62704963,3
30 Veracruz de Ignacio de la Llave,061 Las Choapas,,16909.47895,m,76216,9822,65929,465,1,0.129,0.865,0.006,17.67821976,-94.00598126,40.34318766,80864,38426,40935,22374,3508.883423,0.04885427,23.10706576,603
30 Veracruz de Ignacio de la Llave,107 Las Minas,,22099.14993,c,2733,193,2540,0,1,0.071,0.929,0,19.70399967,-97.14732492,1608,2934,1453,1481,720,50.76850492,0.000706851,57.79173534,12
30 Veracruz de Ignacio de la Llave,132 Las Vigas de Ramírez,,29208.81598,m,19163,1843,17318,2,1,0.096,0.904,0,19.63314522,-97.08937543,2405.72549,20268,9937,10315,5062,99.75620922,0.001388908,203.4961047,47
30 Veracruz de Ignacio de la Llave,097 Lerdo de Tejada,,43423.5643,m,18558,307,18251,0,1,0.017,0.983,0,18.63936592,-95.50816146,9.756756757,19123,8945,10112,6585,83.98339852,0.001169303,227.6997637,26
30 Veracruz de Ignacio de la Llave,137 Los Reyes,,20570.36254,c,5848,5726,122,0,1,0.979,0.021,0,18.6738809,-97.03797048,1730.952381,6308,3095,3210,1641,34.20436659,0.000476228,184.4208979,21
30 Veracruz de Ignacio de la Llave,098 Magdalena,,19049.24323,c,3046,3017,29,0,1,0.99,0.01,0,18.760393,-97.04411743,1512.428571,3299,1591,1708,856,13.76640932,0.00019167,239.6412836,7
30 Veracruz de Ignacio de la Llave,099 Maltrata,,27250.95655,m,17181,2570,14570,41,1,0.15,0.848,0.002,18.83762449,-97.27345694,2139.914286,18327,8772,9539,4504,110.5898663,0.001539745,165.7204283,31
30 Veracruz de Ignacio de la Llave,100 Manlio Fabio Altamirano,,32295.48649,m,23127,1374,21753,0,1,0.059,0.941,0,19.10131317,-96.34087135,40.78899083,23902,11689,12152,7626,247.1462669,0.003441024,96.77669949,87
30 Veracruz de Ignacio de la Llave,101 Mariano Escobedo,,32793.81521,m,36513,5474,31039,0,1,0.15,0.85,0,18.9319328,-97.16886374,2000.54,38670,18511,20141,10300,69.5216361,0.000967951,556.2297174,48
30 Veracruz de Ignacio de la Llave,102 Martínez de la Torre,,32066.32358,m,103664,15544,87568,552,1,0.15,0.845,0.005,20.12087575,-97.04777897,84.51054852,108620,51871,56362,32686,398.655373,0.005550489,273.0227845,172
30 Veracruz de Ignacio de la Llave,103 Mecatlán,,20161.3124,c,12054,11893,160,1,1,0.987,0.013,0,20.21538761,-97.65928194,392.7777778,12799,6296,6503,3136,43.62258049,0.000607358,293.4030921,18
30 Veracruz de Ignacio de la Llave,104 Mecayapan,,21679.06173,m,16177,15212,939,26,1,0.94,0.058,0.002,18.32865829,-94.81619108,91.99047619,17090,8121,8802,4989,296.4581828,0.004127595,57.79567236,71
30 Veracruz de Ignacio de la Llave,105 Medellín de Bravo,,30331.03324,m,91626,4794,86802,30,1,0.052,0.947,0,19.00064202,-96.15776568,16.10582011,95114,45537,49384,33207,397.3409149,0.005532187,239.5977772,155
30 Veracruz de Ignacio de la Llave,106 Miahuatlán,,22192.53404,c,4560,472,4087,1,1,0.104,0.896,0,19.737777,-96.87982738,1629.384615,4841,2404,2432,1203,29.47265254,0.000410348,164.2539637,13
30 Veracruz de Ignacio de la Llave,108 Minatitlán,,41258.4596,m,139588,24481,114587,520,1,0.175,0.821,0.004,17.77901947,-94.40915385,14.24778761,144780,68616,75822,44985,2118.046907,0.029489619,68.35353813,289
30 Veracruz de Ignacio de la Llave,109 Misantla,,31085.22056,m,62871,12648,50195,28,1,0.201,0.798,0,19.97905136,-96.8911915,266.6975806,65754,31908,33616,19526,523.3967631,0.007287266,125.6427335,203
30 Veracruz de Ignacio de la Llave,110 Mixtla de Altamirano,,17138.27349,c,11259,11051,208,0,1,0.982,0.018,0,18.59063957,-96.97650543,1529.931818,12125,5981,6141,3197,66.50868126,0.000926002,182.3070277,44
30 Veracruz de Ignacio de la Llave,111 Moloacán,,36417.20326,m,15723,2554,13169,0,1,0.162,0.838,0,17.97633461,-94.27902583,39.55621302,16340,7720,8352,4916,249.5914415,0.003475068,66.07999016,107
30 Veracruz de Ignacio de la Llave,206 Nanchital de Lázaro Cárdenas del Río,,45543.47076,m,28014,4522,23270,222,1,0.161,0.831,0.008,18.06028943,-94.38800496,18.08695652,29209,13870,15302,8979,28.27966452,0.000393738,1032.862323,17
30 Veracruz de Ignacio de la Llave,112 Naolinco,,31974.41064,m,21880,5346,16499,35,1,0.244,0.754,0.002,19.63714793,-96.85431994,1226.4375,22835,11112,11700,6608,108.409364,0.001509386,210.636786,38
30 Veracruz de Ignacio de la Llave,113 Naranjal,,26883.37263,c,4400,2916,1484,0,1,0.663,0.337,0,18.798254,-96.95944075,903.0833333,4614,2229,2380,1224,18.58972069,0.000258825,248.2016851,12
30 Veracruz de Ignacio de la Llave,013 Naranjos Amatlán,,39755.4334,m,25905,7374,18436,95,1,0.285,0.712,0.004,21.31259421,-97.69225223,93.66956522,26826,12579,14073,8364,135.952798,0.001892874,197.4435274,75
30 Veracruz de Ignacio de la Llave,114 Nautla,,32752.14893,m,9826,266,9549,11,1,0.027,0.972,0.001,20.11955172,-96.7895089,44.65562914,10130,4913,4967,3377,355.5734486,0.004950658,28.48919131,113
30 Veracruz de Ignacio de la Llave,115 Nogales,,34176.0352,m,35648,8983,26422,243,1,0.252,0.741,0.007,18.8258899,-97.19870931,1633.448276,37314,17775,19539,10712,64.44910492,0.000897326,578.9684751,29
30 Veracruz de Ignacio de la Llave,116 Oluta,,35870.19543,m,16080,5441,10580,59,1,0.338,0.658,0.004,17.91693721,-94.89177886,67.85106383,17027,8064,8746,5039,78.015999,0.001086219,218.2501053,73
30 Veracruz de Ignacio de la Llave,117 Omealca,,29910.23969,m,22560,4635,17792,133,1,0.205,0.789,0.006,18.72025705,-96.73736998,359.5846154,23773,11400,12333,6710,213.8063366,0.002976831,111.189408,61
30 Veracruz de Ignacio de la Llave,118 Orizaba,,47306.11472,m,118307,15418,102668,221,1,0.13,0.868,0.002,18.85604133,-97.1095385,1263,123182,56736,66440,37722,27.68452002,0.000385452,4449.490181,5
30 Veracruz de Ignacio de la Llave,119 Otatitlán,,32239.41156,m,5378,1593,3770,15,1,0.296,0.701,0.003,18.15988815,-96.03960412,49.27272727,5651,2711,2896,1824,49.83648642,0.000693875,113.3908188,25
30 Veracruz de Ignacio de la Llave,120 Oteapan,,25197.94179,m,9916,7464,2452,0,1,0.753,0.247,0,17.97844963,-94.67708225,41,10722,5090,5622,3154,4.5715988,6.36505E-05,2262.447002,1
30 Veracruz de Ignacio de la Llave,121 Ozuluama de Mascareñas,,31917.24326,m,21670,2253,19382,35,1,0.104,0.894,0.002,21.68000635,-97.90978372,48.96495153,22756,10265,9987,7156,2391.585383,0.033298102,9.515027212,912
30 Veracruz de Ignacio de la Llave,122 Pajapan,,21230.18474,m,17066,16417,619,30,1,0.962,0.036,0.002,18.16472381,-94.66144428,30.11111111,18042,8850,9151,5562,311.6522793,0.004339142,57.92032081,39
30 Veracruz de Ignacio de la Llave,123 Pánuco,,32074.93173,m,91565,14801,76252,512,1,0.162,0.833,0.006,22.05569614,-98.26148621,28.32832833,96160,46696,48594,28371,3168.147168,0.044110191,30.36001641,438
30 Veracruz de Ignacio de la Llave,124 Papantla,,33709.4551,m,152487,115174,37313,0,1,0.755,0.245,0,20.43434222,-97.30211621,87.87817259,159235,76606,82191,45298,1456.455055,0.02027826,109.7939819,338
30 Veracruz de Ignacio de la Llave,126 Paso de Ovejas,,35333.3876,m,32007,267,31703,37,1,0.008,0.991,0.001,19.26170861,-96.40972114,61.82857143,33428,16473,16866,10623,388.0605304,0.005402976,86.17727747,95
30 Veracruz de Ignacio de la Llave,125 Paso del Macho,,34666.79549,m,30480,2827,27653,0,1,0.093,0.907,0,18.95120224,-96.68172367,403.5882353,31862,15548,16210,9122,400.6387009,0.005578103,79.60788593,140
30 Veracruz de Ignacio de la Llave,128 Perote,,31201.70325,m,71806,9597,60909,1300,1,0.134,0.848,0.018,19.54387652,-97.25825993,2508.584746,77169,36464,38952,19030,609.0698764,0.008480095,127.1315542,61
30 Veracruz de Ignacio de la Llave,129 Platón Sánchez,,26344.95355,m,17201,8356,8805,40,1,0.486,0.512,0.002,21.29475287,-98.37830139,64.65217391,18012,8513,9231,5179,244.793436,0.003408265,73.74789249,129
30 Veracruz de Ignacio de la Llave,130 Playa Vicente,,30222.38583,m,37053,23480,13409,164,1,0.634,0.362,0.004,17.7785696,-95.64879346,88.07936508,39327,18544,20215,11598,1192.741584,0.01660657,32.97193668,239
30 Veracruz de Ignacio de la Llave,131 Poza Rica de Hidalgo,,48203.69889,m,182892,65186,117040,666,1,0.356,0.64,0.004,20.52618256,-97.42063044,103.5,189451,88178,101233,56969,64.11224015,0.000892636,2955.083141,27
30 Veracruz de Ignacio de la Llave,133 Pueblo Viejo,,30442.81887,m,55305,9515,45415,375,1,0.172,0.821,0.007,22.16150909,-97.91045383,13.98198198,57903,28665,29073,16521,288.6507369,0.004018891,200.619616,78
30 Veracruz de Ignacio de la Llave,134 Puente Nacional,,35372.7685,m,22578,164,22414,0,1,0.007,0.993,0,19.31472882,-96.54828931,221.4615385,23544,11429,12002,7539,384.091151,0.005347711,61.29794956,71
30 Veracruz de Ignacio de la Llave,135 Rafael Delgado,,29072.31061,m,23057,15758,7299,0,1,0.683,0.317,0,18.80245342,-97.09719289,1374.947368,24127,11794,12315,6017,26.44292417,0.000368165,912.4180006,17
30 Veracruz de Ignacio de la Llave,136 Rafael Lucio,,31040.21843,m,7955,275,7678,2,1,0.035,0.965,0,19.59092256,-96.98391031,1763,8317,4007,4296,2104,11.52372602,0.000160445,723.984585,17
30 Veracruz de Ignacio de la Llave,138 Río Blanco,,39805.42286,m,40278,2022,38045,211,1,0.05,0.945,0.005,18.83938175,-97.16014875,1420.75,41795,19305,22480,12341,15.24137544,0.000212206,2742.206579,4
